username,languageName,problemsSolved
fastfouriertransform12,Rust,6
sigcomm,C++,935
sigcomm,C#,1
sigcomm,JavaScript,1
hustlerr,C++,554
hustlerr,Java,3
asaitov,C++,1752
asaitov,Java,18
asaitov,MySQL,45
asaitov,JavaScript,30
asaitov,Bash,4
asaitov,Python3,319
user5972QJ,Java,3
aezara,C++,76
aezara,Python,4
aezara,C,5
aezara,JavaScript,4
aezara,Python3,441
aezara,Scala,2
albertwsw926,Java,1
WilsonWang,C++,787
WilsonWang,Java,2
WilsonWang,Python,128
WilsonWang,MySQL,19
WilsonWang,C,1
WilsonWang,Ruby,26
WilsonWang,Bash,4
morphism,C++,518
morphism,Java,1
morphism,Python,11
morphism,Python3,152
rajanagp,Java,2
mintyc,C++,76
mintyc,Java,630
mintyc,MySQL,14
mintyc,Bash,4
Satyam_86770,C++,689
Satyam_86770,Java,5
Satyam_86770,MySQL,35
Satyam_86770,C,1
sleepingonee,C++,1
sleepingonee,MySQL,129
sleepingonee,JavaScript,1
sleepingonee,Bash,1
sleepingonee,Go,13
sleepingonee,Python3,1975
sleepingonee,Pandas,30
pyxpyx1992,C++,1099
pyxpyx1992,Java,1
pyxpyx1992,Python,29
pyxpyx1992,MySQL,19
pyxpyx1992,Python3,55
gunawanlie,C++,1433
gunawanlie,Java,1
gunawanlie,MySQL,13
gunawanlie,Bash,2
gunawanlie,Swift,272
csferng,C++,119
csferng,Python,24
csferng,MySQL,1
csferng,Python3,1
blueicyhydra,Python,2
blueicyhydra,Python3,120
AgneyK,C++,1048
AgneyK,Java,1
AgneyK,Python,20
AgneyK,MySQL,14
AgneyK,C,4
AgneyK,JavaScript,1
AgneyK,Python3,2
liuyubobobo,C++,2301
liuyubobobo,Java,155
liuyubobobo,Python,65
liuyubobobo,MySQL,53
liuyubobobo,C,1
liuyubobobo,C#,2
liuyubobobo,JavaScript,13
liuyubobobo,Go,3
liuyubobobo,Python3,11
liuyubobobo,PHP,1
Tejas03,C++,953
Tejas03,Java,7
Tejas03,MySQL,1
Tejas03,Python3,97
Divyansh_pOkharna,C++,32
zluo2018,Java,1
tanwir2912,C++,294
tanwir2912,Java,46
tanwir2912,MySQL,14
devashish59,C++,526
devashish59,Java,2
devashish59,MySQL,33
devashish59,MS SQL Server,1
alensljivar44,JavaScript,5
FlyawayTester85,C++,21
FlyawayTester85,Python,6
FlyawayTester85,Python3,1058
FlyawayTester85,Pandas,22
siyutao,C++,456
siyutao,Java,1
siyutao,Python,73
siyutao,MySQL,43
siyutao,JavaScript,40
siyutao,Bash,1
siyutao,Python3,1494
siyutao,Pandas,19
Michael_Rybak,C++,230
Michael_Rybak,Python,4
Michael_Rybak,Python3,3
mr-KRAX,C++,57
tmaswang03,C++,276
tmaswang03,Python,1
tmaswang03,MySQL,19
tmaswang03,C,5
tmaswang03,JavaScript,3
tmaswang03,Python3,25
tmaswang03,TypeScript,1
masdc98,C++,45
masdc98,Java,1
masdc98,Python,1
masdc98,C,1
masdc98,Python3,475
tanvirtareq,C++,347
tanvirtareq,Java,6
tanvirtareq,Python,1
tanvirtareq,MySQL,8
tanvirtareq,C,1
tanvirtareq,JavaScript,31
tanvirtareq,Python3,3
tanvirtareq,Oracle,14
tanvirtareq,TypeScript,1
AlphaS,C++,618
AlphaS,Java,1
AlphaS,Python,2
AlphaS,MySQL,11
AlphaS,Go,4
AlphaS,Python3,3
AlphaS,Kotlin,29
daqingwax,Java,1782
daqingwax,Python,91
daqingwax,C#,1
daqingwax,Python3,7
chrisxx01,C++,1
chrisxx01,Java,5
chrisxx01,MySQL,10
chrisxx01,JavaScript,778
chrisxx01,PostgreSQL,1
user1640OD,Java,44
user1084vL,C++,244
user1084vL,Python,1434
user1084vL,MySQL,77
user1084vL,Python3,10
Jintu_133,C++,1153
Jintu_133,Java,1
Jintu_133,MySQL,4
Jintu_133,Go,156
Jintu_133,Python3,23
Jintu_133,Rust,3
Jintu_133,Pandas,4
thomas-rabiller,MySQL,1
thomas-rabiller,C#,26
thomas-rabiller,MS SQL Server,4
Masahiro7,C++,15
Masahiro7,Java,89
Masahiro7,Python,381
Masahiro7,MySQL,7
Masahiro7,JavaScript,6
Masahiro7,Python3,771
Masahiro7,TypeScript,13
hpeswj,C++,3
hpeswj,Python3,31
ykgupta2411,Java,1765
ykgupta2411,C#,2
ykgupta2411,JavaScript,5
kyuukyuusha,C++,205
kyuukyuusha,Java,17
kyuukyuusha,Python,1
kyuukyuusha,MySQL,3
kyuukyuusha,C,4
kyuukyuusha,JavaScript,60
kyuukyuusha,Python3,176
400x,JavaScript,3
hab-ee-b,C++,884
hab-ee-b,Java,74
hab-ee-b,Python,3
hab-ee-b,MySQL,32
hab-ee-b,JavaScript,38
hab-ee-b,Python3,9
hab-ee-b,TypeScript,3
hab-ee-b,Pandas,3
hewhocodes,C++,516
hewhocodes,MySQL,12
hewhocodes,Python3,16
MeidaChen_contest,Python3,94
jazel,C++,9
derek-y,C++,21
derek-y,Java,134
derek-y,MySQL,18
derek-y,C,5
derek-y,Bash,2
derek-y,Python3,2065
_global,C++,10
_global,Java,1861
_global,MySQL,25
huzizhe297057531,C++,2
silent_learner,C++,977
silent_learner,Java,11
silent_learner,MySQL,92
silent_learner,Bash,4
silent_learner,Python3,6
OAHOBOHAO,C++,176
jakeboening,C++,1
DenisBogdanov,C++,3
DenisBogdanov,Java,2468
DenisBogdanov,MySQL,64
DenisBogdanov,JavaScript,34
DenisBogdanov,Bash,1
DenisBogdanov,Go,37
DenisBogdanov,Python3,1
DenisBogdanov,Scala,6
DenisBogdanov,Kotlin,100
DenisBogdanov,Pandas,2
incognito_94,Java,200
incognito_94,MySQL,1
incognito_94,C#,993
ko19951231,C++,684
ko19951231,Python,3
ko19951231,MySQL,66
ko19951231,C#,72
ko19951231,JavaScript,1
ko19951231,Python3,11
harshniketseta,Java,1
harshniketseta,Python,7
harshniketseta,Python3,136
NarzullayevMe,C++,40
NarzullayevMe,Java,3
NarzullayevMe,MySQL,35
NarzullayevMe,C,4
NarzullayevMe,JavaScript,31
NarzullayevMe,Python3,903
DevChoganwala,C++,763
DevChoganwala,MySQL,2
fiasthorton,C++,201
fiasthorton,Java,123
fiasthorton,Go,35
KingRayuga,C++,559
KingRayuga,Java,478
KingRayuga,MySQL,51
KingRayuga,Go,14
KingRayuga,Python3,5
nightkidjj,C++,2
nightkidjj,Java,15
imulan,C++,42
imulan,Rust,4
anupamshandilya28,C++,1189
anupamshandilya28,Java,2
anupamshandilya28,C#,6
anupamshandilya28,JavaScript,4
anupamshandilya28,MS SQL Server,1
ArthurLin,C++,110
ArthurLin,Java,3
ArthurLin,Python,16
ArthurLin,MySQL,4
ArthurLin,JavaScript,6
ArthurLin,Python3,928
ArthurLin,Scala,2
qqrenxiaoyao,Java,53
dioramay,Python,16
dioramay,MySQL,29
dioramay,Python3,66
hcgcarry,C++,1446
hcgcarry,Java,22
hcgcarry,MySQL,4
hcgcarry,C,18
hcgcarry,JavaScript,2
hcgcarry,Bash,2
hcgcarry,Python3,4
raghu30,C++,1098
raghu30,Java,14
raghu30,Python,1
raghu30,MySQL,80
raghu30,C,2
raghu30,JavaScript,30
raghu30,Python3,90
raghu30,Oracle,1
raghu30,Pandas,2
runtime-error,Python,3
runtime-error,Python3,666
sourabhgome,C++,2
sourabhgome,Java,3
sourabhgome,Python,7
sourabhgome,MySQL,3
sourabhgome,C,33
sourabhgome,Python3,1289
botao2018,C++,1
botao2018,Java,747
botao2018,MySQL,5
botao2018,C#,10
botao2018,Python3,7
i_pranav,C++,2087
i_pranav,Java,11
i_pranav,Python,3
i_pranav,MySQL,27
i_pranav,C,1
i_pranav,JavaScript,8
i_pranav,Python3,71
i_pranav,TypeScript,18
suzyli,C++,1
suzyli,Java,37
suzyli,Python,4
suzyli,JavaScript,1
suzyli,Python3,946
suzyli,Kotlin,14
suzyli,TypeScript,1
big-time,C++,592
big-time,Java,1
big-time,Python,102
big-time,MySQL,39
big-time,Python3,1068
vivianhu,C++,249
vivianhu,Java,1
vivianhu,Python,119
vivianhu,Python3,231
AlirezaFirouzja,Python3,25
adityaraj_19,C++,282
adityaraj_19,MySQL,1
adityaraj_19,JavaScript,1
adityaraj_19,Python3,1
Zheng_Four_Oranges,C++,6
Zheng_Four_Oranges,Java,300
Zheng_Four_Oranges,Python,1
Zheng_Four_Oranges,Python3,12
manaswibatra97,Java,1
dangdatcao2002,C++,150
dangdatcao2002,Bash,2
dangdatcao2002,Python3,1
yu46656,C++,1182
adityakumar25005,C++,47
aarav57,Java,176
leetcodesinkingship,C++,61
Shman4ik,C#,18
miscsb,Java,1153
miscsb,MySQL,4
miscsb,JavaScript,1
miscsb,Bash,1
miscsb,Python3,5
miscsb,PostgreSQL,14
maxpushkarev,C++,2
maxpushkarev,Java,17
maxpushkarev,MySQL,97
maxpushkarev,C#,1618
maxpushkarev,Bash,4
Algo-Messihas,C++,1232
Algo-Messihas,Java,12
Algo-Messihas,MySQL,26
Algo-Messihas,C,4
Algo-Messihas,Bash,2
Algo-Messihas,Python3,2
Algo-Messihas,PostgreSQL,1
kangxueting,Java,12
myoldaccountabandoned,C++,355
myoldaccountabandoned,JavaScript,8
myoldaccountabandoned,Go,1
myoldaccountabandoned,Python3,28
myoldaccountabandoned,Racket,9
wrenchzc,C++,1
wrenchzc,C,2
bugbugshu,Java,71
bugbugshu,MySQL,1
bugbugshu,JavaScript,50
kosmala,C++,4
kosmala,Java,9
kosmala,Python,2
kosmala,C,1
kosmala,JavaScript,1
kosmala,Go,18
kosmala,Python3,2
srivinodp,C++,1245
srivinodp,Java,18
srivinodp,Python,1
srivinodp,C,7
srivinodp,Python3,1501
its_tushar24,C++,800
its_tushar24,Java,11
its_tushar24,Python,3
its_tushar24,MySQL,15
its_tushar24,JavaScript,1
its_tushar24,Python3,241
its_tushar24,TypeScript,1
Sahil_Mahajan,C++,3
Sahil_Mahajan,Java,518
Sahil_Mahajan,MySQL,11
Sahil_Mahajan,Kotlin,4
vfed6194,Python,1
kirayoshikagekiller02,C++,358
kirayoshikagekiller02,Python,1
kirayoshikagekiller02,MySQL,17
kirayoshikagekiller02,Python3,10
gkevin,C++,755
gkevin,MySQL,22
gkevin,C,2
gkevin,Bash,4
gkevin,Rust,558
user6498q,MySQL,1
user6498q,Swift,193
dkochetov,C++,1
dkochetov,Java,1
dkochetov,MySQL,4
dkochetov,Go,1145
dkochetov,Python3,44
heathcliff_sun,C++,16
heathcliff_sun,Java,5
heathcliff_sun,Python,1
heathcliff_sun,MySQL,5
heathcliff_sun,Python3,586
Scyther_07,C++,215
Scyther_07,Python3,9
junruiw,C++,595
junruiw,Java,5
junruiw,MySQL,5
junruiw,C,52
junruiw,JavaScript,1
junruiw,Go,1
junruiw,Python3,34
hoangls,C++,757
hoangls,Java,24
9tueKy9wdz,C++,10
9tueKy9wdz,Java,1
9tueKy9wdz,Python,229
9tueKy9wdz,MySQL,50
9tueKy9wdz,Python3,69
yamunaku,C++,34
user6419ZD,C++,887
user6419ZD,Python3,10
LeticiaFCS,C++,418
LeticiaFCS,Python3,1
NaifousBS,Java,4
NaifousBS,MySQL,1
NaifousBS,JavaScript,8
NaifousBS,TypeScript,4
dumb_lvlv,C++,262
bloxblox,C++,612
bloxblox,Java,1
bloxblox,Python,1
bloxblox,Python3,206
bloxblox,Kotlin,7
bloxblox,Rust,7
eyfmharb,C++,395
eyfmharb,Java,12
eyfmharb,Python,9
eyfmharb,MySQL,18
eyfmharb,JavaScript,2
eyfmharb,Python3,407
eyfmharb,Pandas,4
huajun07,C++,24
endurance,C++,2
endurance,Python,420
endurance,MySQL,36
endurance,C,1
endurance,JavaScript,1
endurance,Bash,1
endurance,Go,3
endurance,Python3,1654
endurance,Scala,1
zhli22,C++,190
zhli22,Java,4
zhli22,Python3,2
giftwei,C++,1
giftwei,Java,7
giftwei,Python,1451
giftwei,MySQL,53
giftwei,Python3,46
giftwei,Kotlin,15
k1npatsu,C++,1
striver79,C++,1114
striver79,MySQL,5
striver79,Python3,2
Sycorax,C++,97
Sycorax,Java,2360
Sycorax,MySQL,94
Sycorax,JavaScript,9
Sycorax,Bash,4
Sycorax,Go,6
Sycorax,Python3,1390
xingyuwang,C++,672
xingyuwang,Python,10
xingyuwang,MySQL,12
t747,C++,973
t747,Java,11
t747,Python,1
t747,Python3,12
tranphuc8a,C++,1190
tranphuc8a,MySQL,3
tranphuc8a,JavaScript,1
zokumyoin,C++,1
zokumyoin,Java,2644
zokumyoin,MySQL,34
zokumyoin,JavaScript,1
zokumyoin,Ruby,13
zokumyoin,Go,4
zokumyoin,Rust,1
danyongz,C++,258
danyongz,Python,4
danyongz,MySQL,7
danyongz,C,3
danyongz,Python3,43
khoatran4789,C++,6
khoatran4789,Python,1
khoatran4789,C,2
khoatran4789,JavaScript,1
khoatran4789,Ruby,2
khoatran4789,Python3,672
kartikeyamishra2,Java,133
kartikeyamishra2,MySQL,4
kartikeyamishra2,Python3,1
HiteshGupta20,C++,1126
HiteshGupta20,Python,1
HiteshGupta20,MySQL,3
HiteshGupta20,C,1
HiteshGupta20,Python3,3
childe_childe,C++,2105
childe_childe,Java,83
childe_childe,Python,2
childe_childe,MySQL,21
childe_childe,C,2
childe_childe,JavaScript,32
childe_childe,Python3,152
childe_childe,MS SQL Server,35
childe_childe,Rust,1
childe_childe,Pandas,1
weidazh,Python,75
weidazh,Python3,272
Willwillofferwill,C++,849
Willwillofferwill,Java,103
Willwillofferwill,Python,1
Willwillofferwill,MySQL,4
Willwillofferwill,C,1
Willwillofferwill,JavaScript,7
Willwillofferwill,Python3,10
ja235711,C++,987
ja235711,Java,2
ja235711,MySQL,1
ja235711,C,1
ja235711,Go,107
ja235711,Python3,14
nadendla16,Java,15
nadendla16,MySQL,1
nadendla16,Go,1
llaki,C++,1
llaki,Java,60
vlad11,C++,1469
vlad11,MySQL,3
vlad11,Bash,4
vlad11,Python3,2
PoomrokC,C++,199
PoomrokC,Python,1
PoomrokC,MySQL,3
PoomrokC,C,1
PoomrokC,Python3,103
PoomrokC,TypeScript,5
augustus3,C++,132
augustus3,Java,374
augustus3,Python,208
augustus3,C,9
augustus3,JavaScript,45
augustus3,Swift,174
augustus3,Python3,1485
augustus3,TypeScript,1
saku1,MySQL,1
saku1,Kotlin,916
saku1,Rust,25
Arthur_C,C++,117
Arthur_C,C#,2
TimDSF,C++,180
TimDSF,Java,10
TimDSF,Python3,10
shihmaz,C++,1
shihmaz,Java,1003
shihmaz,Python,5
shihmaz,MySQL,1
shihmaz,Go,3
shihmaz,Python3,66
shihmaz,Kotlin,38
sneakysquid,MySQL,5
ExpensiveAC,C++,19
ExpensiveAC,Java,3
ExpensiveAC,Python,1
ExpensiveAC,MySQL,129
ExpensiveAC,Python3,1404
ExpensiveAC,MS SQL Server,10
ExpensiveAC,Rust,3
jma212,C++,2
jma212,Python,5
jma212,MySQL,12
jma212,Python3,2064
jma212,MS SQL Server,1
ernest_wang,Java,2
ernest_wang,Python,98
ernest_wang,Python3,10
op_vincenzo,C++,80
MUZANN,C++,333
MUZANN,Java,1
MUZANN,MySQL,4
MUZANN,C,3
rsha256,C++,85
rsha256,Java,163
rsha256,Python,15
rsha256,MySQL,30
rsha256,C,5
rsha256,C#,1
rsha256,JavaScript,4
rsha256,Ruby,1
rsha256,Bash,2
rsha256,Swift,1
rsha256,Go,1
rsha256,Python3,1119
rsha256,Scala,1
rsha256,Kotlin,1
rsha256,Rust,15
rsha256,PHP,1
rsha256,TypeScript,1
rsha256,Pandas,30
Fuquan,Java,2
Fuquan,MySQL,5
Fuquan,JavaScript,1530
himanshu0066,C++,684
himanshu0066,MySQL,4
himanshu0066,JavaScript,2
himanshu0066,Go,2
himanshu0066,Python3,8
himanshu0066,Kotlin,3
arthur_g,C++,22
arthur_g,Python,187
arthur_g,C,1
arthur_g,Python3,416
user0822O,Java,1
Ankush_balse,C++,1345
Ankush_balse,Java,2
Ankush_balse,Python,2
Ankush_balse,MySQL,11
Ankush_balse,C,1
Ankush_balse,JavaScript,7
Ankush_balse,Python3,23
Ankush_balse,Pandas,15
avijeet_03,C++,847
avijeet_03,Java,341
avijeet_03,MySQL,12
avijeet_03,JavaScript,1
avijeet_03,Python3,2
avijeet_03,Oracle,32
Mandrenkov,C++,528
Mandrenkov,MySQL,44
Mandrenkov,Bash,2
Mandrenkov,Python3,896
Mandrenkov,Rust,219
Mandrenkov,Pandas,15
helpmefindaname,C++,1
helpmefindaname,Python3,326
helpmefindaname,Pandas,1
reikochyou,C++,8
reikochyou,Python,6
reikochyou,JavaScript,9
reikochyou,Python3,63
wall_breaker,C++,344
wall_breaker,Java,1
wall_breaker,MySQL,10
wall_breaker,C#,1
wall_breaker,JavaScript,1
wall_breaker,Python3,600
user9104rY,Python3,1323
dl541,C++,743
dl541,Java,58
dl541,Python,209
dl541,MySQL,4
dl541,C#,1
dl541,JavaScript,2
dl541,Bash,1
dl541,Go,432
dl541,Python3,1358
dl541,Rust,85
rajeev_rajput30,C++,1
rajeev_rajput30,Java,345
rajeev_rajput30,MySQL,1
toryinside,C++,18
toryinside,Java,9
toryinside,MySQL,60
toryinside,Python3,1337
toryinside,Pandas,30
caseres,C++,1
caseres,Java,2
caseres,Python,5
caseres,MySQL,4
caseres,C,2
caseres,JavaScript,4
caseres,Python3,877
caseres,MS SQL Server,18
caseres,TypeScript,2
Ashish_NSUT,C++,1416
Ashish_NSUT,Java,13
Ashish_NSUT,Python,1
Ashish_NSUT,C,2
Ashish_NSUT,Bash,1
Ashish_NSUT,Python3,3
shootingstar33,C++,1123
shootingstar33,MySQL,38
shootingstar33,Python3,7
de_coding_life,C++,306
de_coding_life,Java,1
mhaghpanah,C++,65
mhaghpanah,Java,2099
mhaghpanah,Python,1
mhaghpanah,MySQL,175
mhaghpanah,Python3,170
mhaghpanah,Scala,1
xiao24au6,C++,15
xiao24au6,C,34
xiao24au6,C#,1
xil899,C++,2
xil899,Java,5
xil899,Python,219
xil899,MySQL,1
xil899,Python3,2345
xil899,Pandas,4
abhijith89,C++,358
abhijith89,Java,1
abhijith89,MySQL,12
Jain_Mudit,C++,617
Jain_Mudit,Java,2
achildxd,Java,4
achildxd,Python,24
achildxd,MySQL,3
achildxd,JavaScript,9
achildxd,Bash,1
achildxd,Go,19
achildxd,Python3,1652
achildxd,Scala,9
achildxd,MS SQL Server,2
achildxd,TypeScript,8
ananyaahluwalia01,Java,3
asr1y,C++,2088
asr1y,Java,1
asr1y,C,437
mgch,C++,147
nilomai,C++,477
nilomai,Java,108
nilomai,Python,33
nilomai,MySQL,27
nilomai,Go,21
nilomai,Python3,345
bob314,C++,484
bob314,Java,17
bob314,MySQL,34
bob314,Python3,11
ZetaLuLu,C++,695
ZetaLuLu,Python,2
smt18m005,Python,2
mohitbhura,C++,53
mohitbhura,Java,74
mohitbhura,Python,525
mohitbhura,MySQL,46
mohitbhura,C,54
mohitbhura,JavaScript,44
mohitbhura,Bash,4
mohitbhura,Python3,1552
wangdh97,C++,501
wangdh97,Java,16
wangdh97,Go,2
wangdh97,Python3,10
__ARYAN1__,C++,1335
__ARYAN1__,Java,1
__ARYAN1__,Python,7
__ARYAN1__,MySQL,20
__ARYAN1__,JavaScript,3
__ARYAN1__,Python3,186
yannyz,MySQL,8
Kuruko,C++,52
Kuruko,Python3,27
shbgreenery,Python3,12
RoumakDas,C++,317
RoumakDas,Java,5
RoumakDas,Python,2
RoumakDas,Python3,280
ab_1607,C++,712
ab_1607,Java,2
ab_1607,JavaScript,30
ab_1607,Python3,1
harshthakur_2k19se048,C++,1
bluedawnstar,C++,1087
bluedawnstar,Java,8
bluedawnstar,Python,2
bluedawnstar,C#,1
bluedawnstar,Swift,15
bluedawnstar,Go,6
bluedawnstar,Python3,4
bluedawnstar,Rust,10
llddzh,MySQL,6
llddzh,JavaScript,79
llddzh,Bash,1
llddzh,Go,61
bzhang2,C++,18
bzhang2,Java,562
bzhang2,Python,38
bzhang2,MySQL,35
bzhang2,JavaScript,1
bzhang2,Python3,999
thehunterjames,C++,719
thehunterjames,Java,6
thehunterjames,Python,2
thehunterjames,MySQL,19
thehunterjames,Python3,13
ignaciovi,MySQL,11
ignaciovi,Python3,1
djlc22,C++,1
djlc22,Python,25
djlc22,MySQL,14
djlc22,JavaScript,37
djlc22,Python3,305
oiybhio,C++,1255
oiybhio,Java,6
oiybhio,Python3,44
im_115,C++,1535
im_115,Java,71
im_115,Python,9
im_115,MySQL,51
im_115,Python3,13
im_115,Scala,1
wjjal,C++,8
wjjal,Java,368
wjjal,Python,522
wjjal,MySQL,49
wjjal,JavaScript,1
wjjal,Bash,4
wjjal,Python3,2100
wjjal,Scala,4
wjjal,Pandas,16
user3956zJ,C,1
user3956zJ,Python3,11
656631832,Java,102
bonniepan02,Python,14
bonniepan02,MySQL,1
bonniepan02,C#,13
bonniepan02,Ruby,57
bonniepan02,Python3,149
sarvagya2545,C++,1793
sarvagya2545,Java,3
sarvagya2545,Python,5
sarvagya2545,MySQL,8
sarvagya2545,C,5
sarvagya2545,JavaScript,78
sarvagya2545,Go,7
sarvagya2545,Python3,67
dalpert,MySQL,1
dalpert,Python3,8
nnv-nick,C++,1100
nnv-nick,MySQL,6
nnv-nick,Python3,31
tulsaniyogi,C++,925
tulsaniyogi,Java,16
tulsaniyogi,Python,2
tulsaniyogi,MySQL,27
tulsaniyogi,JavaScript,53
tulsaniyogi,Ruby,23
tulsaniyogi,Python3,1
hanwang,Python,1492
hanwang,MySQL,14
hanwang,C#,91
hanwang,JavaScript,65
hanwang,Bash,1
hanwang,Python3,559
Ferrriccc,C++,150
Ferrriccc,Python3,17
yuanyaoz,C++,166
yuanyaoz,Java,14
OrlandoJC,JavaScript,2
hemanth_212,C++,1495
hemanth_212,Java,1
hemanth_212,MySQL,11
hemanth_212,C,11
hemanth_212,Python3,10
freakybud23,C++,5
freakybud23,Java,504
freakybud23,Python,3
freakybud23,JavaScript,61
freakybud23,Ruby,3
freakybud23,Go,27
freakybud23,Python3,4
freakybud23,Kotlin,8
downpatrik,MySQL,2
downpatrik,JavaScript,72
topmoklaer,C++,928
topmoklaer,C#,270
ryaking,Java,13
sainadhsn,C++,188
sainadhsn,Python,1
sainadhsn,MySQL,22
goodman22,C++,35
T_DOG,C++,888
T_DOG,MySQL,9
T_DOG,Python3,4
gaoxinyang,C++,3
gaoxinyang,Java,142
gaoxinyang,Python,2
gaoxinyang,Python3,121
gaoxinyang,Scala,1313
gaoxinyang,Kotlin,1
user0747oJ,Python3,1
user0747oJ,Kotlin,643
jackeyhua,C++,62
jackeyhua,Go,21
jackeyhua,Python3,2
jackeyhua,Rust,25
zxamnorox,Python,6
zxamnorox,C,2
zxamnorox,Python3,14
gonasravani279,C++,1
gonasravani279,Java,945
gonasravani279,Python,17
gonasravani279,MySQL,1
gonasravani279,JavaScript,2
gonasravani279,Python3,16
gonasravani279,Pandas,2
akuldeepj,C++,18
akuldeepj,Java,224
akuldeepj,Python,2
akuldeepj,MySQL,10
akuldeepj,JavaScript,4
akuldeepj,Go,1
akuldeepj,Python3,149
Mr-TAGORE3944,C++,144
Mr-TAGORE3944,Java,332
Mr-TAGORE3944,Python,1
Mr-TAGORE3944,Python3,3
Ashish_9810,C++,1002
Ashish_9810,MySQL,12
Ashish_9810,JavaScript,26
mmdev2006,C++,1
mmdev2006,Java,1
mmdev2006,Python,23
mmdev2006,Python3,95
RwbTw7VcSkaFETGr,C++,1
RwbTw7VcSkaFETGr,C#,64
Benjyman,C++,75
Benjyman,Python3,81
Benjyman,Rust,1
Benjyman,TypeScript,1
fan10,C++,2
gupta_samarth,C++,577
gupta_samarth,Java,1
gupta_samarth,MySQL,1
gupta_samarth,JavaScript,2
gupta_samarth,Go,21
gupta_samarth,Python3,146
vivek3054,C++,1091
vivek3054,Java,8
vivek3054,MySQL,23
vivek3054,Go,2
Bruno1,C++,85
Bruno1,MySQL,1
ksmukta,C++,563
ksmukta,Python,29
ksmukta,Python3,6
SareefShubham,C++,10
SareefShubham,Java,1
SareefShubham,C,6
SareefShubham,JavaScript,2
SareefShubham,Ruby,3
SareefShubham,Go,9
SareefShubham,Kotlin,1
SareefShubham,TypeScript,1
SareefShubham,Dart,3
mahavira24,C++,1004
mahavira24,MySQL,38
mahavira24,JavaScript,2
VKinG123,C++,58
ihgazi,C++,592
ihgazi,Java,17
ihgazi,MySQL,33
phantrongnghia510,C++,147
phantrongnghia510,Java,11
phantrongnghia510,Python,952
phantrongnghia510,MySQL,4
phantrongnghia510,JavaScript,1
phantrongnghia510,Bash,1
phantrongnghia510,Python3,444
phantrongnghia510,TypeScript,52
phantrongnghia510,Pandas,26
lickcock,C++,1864
lickcock,Java,1
lickcock,C#,29
lickcock,JavaScript,65
lickcock,Python3,22
SpecialBeing,C++,395
SpecialBeing,C,6
SpecialBeing,Python3,47
SpecialBeing,Racket,1
box_of_donuts,C++,10
box_of_donuts,Java,676
box_of_donuts,MySQL,10
box_of_donuts,Python3,73
ycui0011,MySQL,16
ycui0011,Python3,1
ycui0011,MS SQL Server,5
ycui0011,Oracle,29
GustavoV,C++,14
GustavoV,Java,2230
GustavoV,MySQL,18
GustavoV,Swift,1
thebrianzhou,C++,2
thebrianzhou,Python,1
thebrianzhou,Python3,10
g4lihru,C++,30
g4lihru,Python,1
g4lihru,Scala,48
g4lihru,Erlang,5
peeta,Python,2
peeta,Go,14
uniqueptr,C++,2
uniqueptr,Python,18
uniqueptr,Python3,109
jiangzhouxy,C++,38
jiangzhouxy,Java,1095
jiangzhouxy,Go,9
VonEinzbern,Python3,220
shu2806,C++,733
shu2806,Java,36
shu2806,Python,2
shu2806,MySQL,10
shu2806,C,7
shu2806,JavaScript,3
shu2806,Go,6
shu2806,Python3,3
user3235O,Python,1
user3235O,Python3,32
prakhar15,Java,387
prakhar15,Python,17
prakhar15,MySQL,3
prakhar15,Scala,6
ivanilos,C++,239
ivanilos,Java,3
ivanilos,Python,1
ivanilos,MySQL,4
ivanilos,Go,549
ivanilos,Python3,34
arizec,Java,9
Cursed_Ninja,C++,892
Cursed_Ninja,MySQL,42
Cursed_Ninja,JavaScript,9
Cursed_Ninja,Go,23
iou8611614,Java,2
iou8611614,JavaScript,14
FlyingRoastDuck,Python3,3
busystar,Java,132
busystar,Python,92
busystar,Python3,196
Houxianxu,C++,16
Houxianxu,Java,57
Houxianxu,Python,52
AGRAZ030,C++,264
PoPularPlusPlus,C++,163
PoPularPlusPlus,Java,9
nyp00n,C++,338
nyp00n,Python3,22
nyp00n,Pandas,20
defier,C++,371
defier,Java,2
defier,Python,1
defier,C,1
defier,Python3,2
wormtooth,C++,58
wormtooth,Python,607
wormtooth,MySQL,15
wormtooth,C,255
wormtooth,Python3,407
RC137,C++,29
RC137,Python,3
RC137,JavaScript,2
RC137,Python3,390
mahdizmni,C,1
seraph1212,C++,97
seraph1212,Java,621
seraph1212,Python,55
seraph1212,MySQL,7
seraph1212,C,4
seraph1212,Go,2
seraph1212,Python3,484
seraph1212,MS SQL Server,1
shiwt,C++,54
shiwt,Java,52
shiwt,Python,3
shiwt,MySQL,9
shiwt,C,1
shiwt,JavaScript,1
shiwt,Ruby,36
shiwt,Bash,1
shiwt,Go,107
shiwt,Python3,1005
shiwt,Oracle,2
mahapatraakash,C++,202
mahapatraakash,MySQL,39
bhavy,C++,231
bhavy,Java,1
bhavy,Python,1
bhavy,C#,4
bhavy,JavaScript,1
bhavy,Python3,2
hongsuzu,C++,1
hongsuzu,Java,1577
hongsuzu,Python,7
hongsuzu,MySQL,20
hongsuzu,JavaScript,3
hongsuzu,Python3,6
littlemiss,C++,63
TheZwischenzug,Java,1380
TheZwischenzug,Python,31
TheZwischenzug,MySQL,4
TheZwischenzug,C,4
TheZwischenzug,Go,7
